x_panel,y_panel,group
0.27739832435863765,0.9226123391399874,Public Outdoor
0.6733547609666404,0.6252220354676711,Community
0.6735791568163908,0.6243411989956058,Community
0.2552714079327555,0.6117332007219084,Public Outdoor
0.6601825409333684,0.7001173399246705,Social Business
0.3720734097276946,0.3782961079723792,Social Business
0.49594379542071626,0.6681227055869429,Community
0.360185560590141,0.5929498203075958,Public Outdoor
0.5285096510813414,0.5746147999058382,Social Business
0.3934353307503721,0.7110818290960452,Public Outdoor
0.40609661916644785,0.6579111911487758,Community
0.535961317966903,0.5361881151914627,Social Business
0.47064276770860697,0.750680323289391,Baseline
0.28111880089309166,0.5836149223163842,Social Business
0.7018073734786796,0.32232912429378546,Community
0.26194740171613695,0.7327945519460137,Community
0.6938515191314246,0.620244673571877,Community
0.7174522863584625,0.7222449231010672,Public Outdoor
0.35038152197705985,0.8743581073446327,Public Outdoor
0.7504548025566938,0.598492570621469,Public Outdoor
0.17573002692408723,0.23902170354676722,Community
0.5633491014359513,0.16598805006277484,Community
0.8275075343665178,0.6602819303201507,Community
